,site_name,address,city,long,lat,county,phone,website,status
723,PINK ELEPHANT BAKERY,415 S King Rd,San Jose,-121.84856,37.34544,Santa Clara,(408) 923-3436,http://www.thepinkelephantbakery.com/,OPERATIONAL
724,Rotten Robbie 7,1051 S De Anza Blvd,San Jose,-122.03242,37.308559,Santa Clara,(408) 253-2406,http://www.rottenrobbie.com/,OPERATIONAL
725,Rotten Robbie 45,1555 Saratoga Ave,San Jose,-121.99015,37.293533000000004,Santa Clara,(408) 252-1433,http://www.rottenrobbie.com/,OPERATIONAL
726,TRADER JOE'S  181,15466 Los Gatos Blvd,Los Gatos,-121.9585,37.245106,Santa Clara,(408) 356-2324,https://locations.traderjoes.com/ca/los-gatos/181/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
727,WALGREENS 7080,105 E El Camino Real,Sunnyvale,-122.0321,37.367756,Santa Clara,(408) 991-9013,https://www.walgreens.com/locator/walgreens-105+e+el+camino+real-sunnyvale-ca-94087/id=7080,OPERATIONAL
728,Downtown San Jose Grocery Outlet,272 E Santa Clara St,San Jose,-121.8848,37.338913,Santa Clara,(408) 477-8350,https://groceryoutlet.com/circulars/storeid/231,OPERATIONAL
729,Arteagas Grocers Inc.,2620 Alum Rock Ave,San Jose,-121.83713,37.361401,Santa Clara,(408) 649-6914,https://arteagas.com/,OPERATIONAL
730,Target Store 2605,5630 Corrle Rd,San Jose,-121.86242,37.394199,Santa Clara,(408) 600-3721,https://www.target.com/sl/san-jose-south/2605,OPERATIONAL
731,Walmart Neighborhood Market 3123,3255 Mission College Blvd,Santa Clara,-121.98546999999999,37.388718,Santa Clara,(408) 961-3599,https://www.walmart.com/store/3123/santa-clara-ca/details,OPERATIONAL
732,Rotten Robbie 33,3471 Lafayette St,Santa Clara,-121.95085,37.38335,Santa Clara,(408) 988-5407,http://www.rottenrobbie.com/,OPERATIONAL
733,Madras Groceries,1187 W El Camino Real,Sunnyvale,-122.05538,37.373707,Santa Clara,(408) 746-0808,http://madrasgroceries.com/index.php,OPERATIONAL
734,As Om Inc.,1718 Ocala Ave,San Jose,-121.83408999999999,37.33139,Santa Clara,No formatted_phone_number listed,No website listed,No business_status listed
735,Six To Midnite,5562 Monterey Hwy,San Jose,-121.79739,37.252792,Santa Clara,(408) 629-3501,No website listed,OPERATIONAL
736,Whole Foods Market 10259,777 The Alameda,San Jose,-121.9052,37.331833,Santa Clara,(408) 207-1126,http://www.wholefoodsmarket.com/stores/sanjose,OPERATIONAL
737,Milpitas Grocery Outlet,215 W Calaveras Blvd,Milpitas,-121.91017,37.428515999999995,Santa Clara,(408) 586-8205,https://groceryoutlet.com/circulars/storeid/196,OPERATIONAL
738,6 To Late 4,2875 Senter Rd,San Jose,-121.83896000000001,37.298882,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
739,DOLLARTREE 7926,1054 S White Rd,San Jose,-121.81958999999999,37.356654999999996,Santa Clara,(408) 904-7994,https://www.dollartree.com/locations/ca/san-jose/7926/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,OPERATIONAL
740,Rotten Robbie 43,1304 Piedmont Rd,San Jose,-121.84711999999999,37.400215,Santa Clara,(408) 259-5535,http://www.rottenrobbie.com/,OPERATIONAL
741,Lucky's Diskount Liquor 1,3290 El Camino Real,Santa Clara,-121.9865,37.352276,Santa Clara,(408) 638-7824,No website listed,OPERATIONAL
742,Safeway 2900,5760 Cottle Rd,San Jose,-121.80386000000001,37.247345,Santa Clara,(408) 362-9255,https://local.safeway.com/safeway/ca/san-jose/5760-cottle-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
743,Super Gas & Mart,498 S 4th St,San Jose,-121.88186999999999,37.330284000000006,Santa Clara,(408) 295-4606,No website listed,CLOSED_PERMANENTLY
744,Arteagas Food Center,204 Willow St,San Jose,-121.88236,37.318806,Santa Clara,(408) 899-6080,https://arteagas.com/,OPERATIONAL
745,Battambang Oriental Grocery,1091 McCreery Ave,San Jose,-121.8409,37.342316,Santa Clara,(408) 251-5043,No website listed,OPERATIONAL
746,Bob's Discount Liquor 9,2036 Agnew Rd,Santa Clara,-121.96021999999999,37.394199,Santa Clara,(408) 855-8081,No website listed,OPERATIONAL
747,Middle East Food,26 Washington St,Santa Clara,-121.93825,37.338425,Santa Clara,(408) 248-5112,No website listed,OPERATIONAL
748,Sprouts Farmers Market 433,1771 E Capitol Expy,San Jose,-121.80971000000001,37.308529,Santa Clara,(669) 234-5260,https://www.sprouts.com/store/ca/san-jose/san-jose-capitol-expwy/,OPERATIONAL
749,Rotten Robbie 02,4200 Williams Rd,San Jose,-121.97786,37.308094,Santa Clara,(408) 252-4040,No website listed,OPERATIONAL
750,Prs Foods Inc,1202 Apollo Way,Sunnyvale,-121.99492,37.379124,Santa Clara,(408) 720-9600,http://www.namasteplaza.net/,OPERATIONAL
751,7 Eleven Store 2367 34363B,4156 Monterey Hwy,San Jose,-121.83463,37.277569,Santa Clara,(408) 225-1263,https://www.7-eleven.com/locations/ca/san-jose/4156-monterey-hwy-34363?yext=34363,OPERATIONAL
752,Mountain View Farmers Market,600 W Evelyn Ave,Mountain View,-122.07618000000001,37.393951,Santa Clara,(800) 806-3276,https://www.cafarmersmkts.com/mountain-view-farmers-market,OPERATIONAL
753,Grocery Outlet Of East San Jose 130,331 N Capitol Ave,San Jose,-121.84433,37.371227000000005,Santa Clara,(408) 684-5955,https://groceryoutlet.com/circulars/storeid/130,OPERATIONAL
754,EL BUEN GUSTO BAKERY,436 S King Rd,San Jose,-121.84816000000001,37.345161,Santa Clara,(408) 259-1594,No website listed,OPERATIONAL
755,7-Eleven Store 14281D,2170 Fruitdale Ave,San Jose,-121.9309,37.310646000000006,Santa Clara,(408) 286-0351,https://www.7-eleven.com/locations/ca/san-jose/2170-fruitdale-ave-14281?yext=14281,OPERATIONAL
756,SAFEWAY 1891,235 Tennant Sta,Morgan Hill,-121.63887,37.114506,Santa Clara,(408) 776-9861,https://local.safeway.com/safeway/ca/morgan-hill/235-tennant-station.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
757,Jacklin Shell 139,990 Jacklin Rd,Milpitas,-121.89272,37.446861,Santa Clara,(408) 263-5359,https://find.shell.com/us/fuel/10008044-990-jacklin-road,OPERATIONAL
758,6 To Late 5,2051 Scott St,San Jose,-121.92811,37.319874,Santa Clara,(408) 275-9415,No website listed,OPERATIONAL
759,6 To Late 3,3844 Monterey Hwy,San Jose,-121.83901000000002,37.281872,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
760,R & D Liquor,3120 Alum Rock Ave,San Jose,-121.82753000000001,37.365978000000005,Santa Clara,(408) 929-2792,No website listed,OPERATIONAL
761,6 To Late 6,690 S Almaden Ave,San Jose,-121.88593,37.323959,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
762,"Chaparral Supermarket, Inc.",1001 E Santa Clara St,San Jose,-121.87041,37.345779,Santa Clara,(408) 998-8028,http://www.chaparralsupermarket.com/,OPERATIONAL
763,7-ELEVEN #29943 A,1430 Fruitdale Ave,San Jose,-121.91606999999999,37.310665,Santa Clara,(408) 294-4916,https://www.7-eleven.com/locations/ca/san-jose/1430-fruitdale-ave-29943?yext=29943,OPERATIONAL
764,Safeway 3095,2980 E Capital Expressway,San Jose,-121.81183999999999,37.330196,Santa Clara,(408) 274-5957,https://local.safeway.com/safeway/ca/san-jose/2980-e-capitol-expy.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,OPERATIONAL
765,Sunnyvale Farmers' Market,Murphy Ave.,Sunnyvale,-122.03016000000001,37.376812,Santa Clara,(510) 745-7100,https://uvfm.org/sunnyvale-saturday,OPERATIONAL
766,California Avenue Farmers' Market,California Avenue,Palo Alto,-122.14743,37.423168,Santa Clara,(510) 745-7100,https://uvfm.org/palo-alto-sundays/,OPERATIONAL
767,Eastridge Liquors,1855 Tully Rd,San Jose,-121.82465,37.323357,Santa Clara,(408) 923-2899,No website listed,OPERATIONAL
768,Nilgiris Cash And Carry,118 S Abel St,Milpitas,-121.90833,37.427937,Santa Clara,(408) 956-9509,https://nilgiris-cash-and-carry.business.site/,OPERATIONAL
769,La Rica Panaderia 1,233 S White Rd,San Jose,-121.82526999999999,37.362789,Santa Clara,No formatted_phone_number listed,No website listed,OPERATIONAL
770,Va Palo Alto,3801 Miranda Ave.,Palo Alto,-122.13911,37.401314,Santa Clara,(650) 493-5000,https://www.paloalto.va.gov/,OPERATIONAL
771,Campbell Farmers' Market,Campbell Avenue & 2nd Street,Campbell,-121.94603000000001,37.287052,Santa Clara,(510) 745-7100,https://uvfm.org/campbell-sundays,OPERATIONAL
772,ZAD Grocery,4481 Stevens Creek Blvd,Santa Clara,-121.98085,37.323147,Santa Clara,(408) 899-4482,No website listed,OPERATIONAL
773,Liquor & Food Mart,734 S Fair Oaks Ave,Sunnyvale,-122.02479,37.362301,Santa Clara,(408) 733-7001,No website listed,OPERATIONAL
774,OAKWOOD MARKET,2106 Oakwood Dr,Palo Alto,-122.14771999999999,37.464993,Santa Clara,(650) 324-1937,http://showmelocal.sgvtribune.com/,OPERATIONAL
775,7-Eleven 14299 C,1335 S Bascom Ave,San Jose,-121.93173,37.3008,Santa Clara,(408) 286-2312,https://www.7-eleven.com/locations/ca/san-jose/1335-s-bascom-ave-14299?yext=14299,OPERATIONAL
776,7 Eleven 2366- 14333E,2640 California St,Mountain View,-122.11169,37.406345,Santa Clara,(650) 941-7792,https://www.7-eleven.com/locations/ca/mountain-view/2640-california-st-14333?yext=14333,OPERATIONAL
777,Downtown Palo Alto Farmers' Market,601 Gilman St,Palo Alto,-122.15965,37.445717,Santa Clara,(650) 427-9253,http://pafarmersmarket.org/,OPERATIONAL
778,International Express Market,5899 Santa Teresa Blvd,San Jose,-121.83079,37.236805,Santa Clara,(408) 972-4444,No website listed,OPERATIONAL
779,Tana Ethio Market,1358 S Winchester Blvd,San Jose,-121.94981000000001,37.299690000000005,Santa Clara,(408) 871-8199,No website listed,OPERATIONAL
780,Super India,2772 Aborn Rd,San Jose,-121.79257,37.313705,Santa Clara,(408) 528-0608,http://www.superindiaonline.com/,OPERATIONAL
781,San Miguel Taqueria Y Carniceria,960 E Santa Clara St,San Jose,-121.8713,37.345290999999996,Santa Clara,(408) 326-2386,No website listed,OPERATIONAL
782,7 Eleven Store 22277C,1771 Clear Lake Ave,Milpitas,-121.87241000000002,37.418762,Santa Clara,(408) 946-8233,https://www.7-eleven.com/locations/ca/milpitas/1771-clearlake-ave-22277?yext=22277,OPERATIONAL
783,Starbrite Market 1,893 Delmas Ave,San Jose,-121.89313999999999,37.317211,Santa Clara,(408) 295-3712,No website listed,OPERATIONAL
784,Rotten Robbie 4,310 N Whisman Rd,Mountain View,-122.0595,37.397594,Santa Clara,(650) 965-2609,http://www.rottenrobbie.com/,OPERATIONAL
785,Bascom Liquor And Food,3750 S Bascom Ave,San Jose,-121.9468,37.259811,Santa Clara,(408) 371-2145,https://bascom-liquor-food.business.site/?utm_source=gmb&utm_medium=referral,OPERATIONAL
786,Chevron 1765,10023 S de Anza Blvd,Cupertino,-122.03243,37.322521,Santa Clara,(408) 996-9906,http://www.chevronwithtechron.com/stations/station-finder.aspx,OPERATIONAL
787,Abadir Grocery,1065 Lafayette St,Santa Clara,-121.9437,37.350777,Santa Clara,(408) 241-1636,No website listed,OPERATIONAL
788,Rotten Robbie 24,605 S White Rd,San Jose,-121.82236999999999,37.359612,Santa Clara,(408) 926-3510,http://www.rottenrobbie.com/,OPERATIONAL
789,Grocery Outlet of Palo Alto,3445 Alma St,Palo Alto,-122.12447,37.418667,Santa Clara,(650) 561-4394,https://groceryoutlet.com/circulars/storeid/253,OPERATIONAL
790,Santa Clara Produce Market 1,805 Scott Blvd,Santa Clara,-121.95936999999999,37.343971,Santa Clara,(408) 247-0997,No website listed,OPERATIONAL
791,A1 Groceries,143 E Virginia St,San Jose,-121.87868999999999,37.325466,Santa Clara,No formatted_phone_number listed,No website listed,No business_status listed
792,H & R Liquors 1,900 Lincoln Ave,San Jose,-121.90536000000002,37.314178000000005,Santa Clara,(408) 280-1986,No website listed,OPERATIONAL
793,Namaste Plaza,1763 E Capitol Expy,San Jose,-121.8096,37.30867,Santa Clara,(408) 520-7799,https://namastecart.com/,OPERATIONAL
794,Cal Foods Deli,195 S 28th St,San Jose,-121.86198,37.345737,Santa Clara,(408) 293-0550,No website listed,OPERATIONAL
795,7 Eleven 25717E,21490 Mcclellan Rd,Cupertino,-122.0501,37.315563,Santa Clara,(408) 257-9104,https://www.7-eleven.com/locations/ca/cupertino/21490-mcclellan-rd-25717?yext=25717,OPERATIONAL
796,Clydes Liquor,3963 Snell Ave,San Jose,-121.8412,37.27602,Santa Clara,(408) 225-0800,https://clydes-liquor-store.business.site/,OPERATIONAL
797,7-Eleven 16687C,615 S Rengstorff Ave,Mountain View,-122.10146,37.396542,Santa Clara,(650) 968-9077,https://www.7-eleven.com/locations/ca/mountain-view/615-south-rengstorff-16687?yext=16687,OPERATIONAL
798,Baby Nutrition,3117 Alum Rock Ave,San Jose,-121.82758000000001,37.366146,Santa Clara,(408) 937-1901,No website listed,OPERATIONAL
799,Target 3224,19499 Stevens Creek Blvd,Cupertino,-122.01137,37.323059,Santa Clara,(669) 230-8080,https://www.target.com/sl/cupertino-main-street/3224,OPERATIONAL
800,La Raza Super Market,960 E Santa Clara St,San Jose,-121.8713,37.345295,Santa Clara,(408) 477-2646,No website listed,OPERATIONAL
801,Whole Foods Market 10633,2732 Augustine Dr,Santa Clara,-121.97646999999999,37.38232,Santa Clara,(408) 562-9162,http://www.wholefoodsmarket.com/stores/santaclara,OPERATIONAL
