Name,Organization,id,Alternate Name,Description,locations,address,url,email,status,active,interpretation_services,application_process,service_options,payment_options,taxonomy,phones,schedule,med_area,legal_area,cash_area,dv_area,foodstamp_area,details,service_area,metadata
Terra Nova High School,Jefferson Union High,5000,,Drive or walk through pick up.   At Terra Nova- front of campus near flagpole.,1450 Terra Nova Blvd.,1450 Terra Nova Blvd.,,,,,,,,Free,Prepared Meals,,5000,,,,,,,,
Westmoor High School,Jefferson Union High,5001,,Drive or walk through pick up.  At Westmoor- loading zone on Edgemont near pool.,131 Westmoor Avenue,131 Westmoor Avenue,,,,,,,,Free,Prepared Meals,,5001,,,,,,,,
Serramonte Shopping Center,Jefferson Union High,5002,,"Second Harvest Food Bank is offering an emergency drive-through, free grocery distribution on the first and third Friday of every month through the COVID-19 pandemic. 11am to 1pm at Serramonte Shopping Center in the NE parking lot (Serramonte Blvd off the I-280 exit). Call 1-800-984-3663 if you have questions. Groceries will be available to those in need. View the event flyer here.",3 Serramonte Cente,3 Serramonte Cente,,,,,,,,Free,Prepared Meals,,5002,,,,,,,,
Pescadero High,La Honda-Pescadero Unified,5003,,Available weekly when you pick up school learning packets,360 Butano Cutoff,360 Butano Cutoff,,,,,,,,Free,Prepared Meals,,5003,,,,,,,,
Lomita Park,Millbrae Elementary,5004,,"We are now required to follow social distancing procedures: Adults must get out of their cars and help themselves to bags and milk on carts or tables. • Taylor Middle School - Parking Lot at 555 Richmond Dr. Go to the Shea Center window to pick up
• Lomita Park Elementary - Back parking lot. Food to be distributed from Cafeteria back door facing the parking area
• Meadows Elementary - Park in the Daycare parking lot, above the school. Go to the Multipurpose Room to pick up mealsChildren to 18; .",200 Santa Helena,200 Santa Helena,,,,,,,,Free,Prepared Meals,,5004,,,,,,,,
Taylor,Millbrae Elementary,5005,,"• Taylor Middle School - Parking Lot at 555 Richmond Dr. Go to the Shea Center window to pick up
• Lomita Park Elementary - Back parking lot. Food to be distributed from Cafeteria back door facing the parking area
• Meadows Elementary - Park in the Daycare parking lot, above the school. Go to the Multipurpose Room to pick up mealsChildren to 18; .",850 Taylor Blvd,850 Taylor Blvd,,,,,,,,Free,Prepared Meals,,5005,,,,,,,,
Meadows,Millbrae Elementary,5006,,"• Taylor Middle School - Parking Lot at 555 Richmond Dr. Go to the Shea Center window to pick up
• Lomita Park Elementary - Back parking lot. Food to be distributed from Cafeteria back door facing the parking area
• Meadows Elementary - Park in the Daycare parking lot, above the school. Go to the Multipurpose Room to pick up mealsChildren to 18; .",1101 Helen Dr.,1101 Helen Dr.,,,,,,,,Free,Prepared Meals,,5006,,,,,,,,
Mills High School,Millbrae Elementary,5007,,We are now required to follow social distancing procedures: Adults must get out of their cars and help themselves to bags and milk on carts or tables. Mills High School on Sequoia Avenue Side,400 Murchison Drive,400 Murchison Drive,,,,,,,,Free,Prepared Meals,,"50,075,029",,,,,,,,
Belle Haven Elementary,Ravenswood City Elementary,5008,,"Monday - food for 3 days. Thursday food for 4 days. The district is able to deliver meals to families who are not able to:
• Leave the home because they need to care for a family member or child
with significant moderate severe disabilities.
• Drive for various reasons and a school is not in walking distance from their
home",415 Ivy Dr.,415 Ivy Dr.,,,,,,,,Free,Prepared Meals,,5008,,,,,,,,
Brentwood Academy,Ravenswood City Elementary,5009,,"Monday - food for 3 days. Thursday food for 4 days. The district is able to deliver meals to families who are not able to:
• Leave the home because they need to care for a family member or child
with significant moderate severe disabilities.
• Drive for various reasons and a school is not in walking distance from their
home",2086 Clark St,2086 Clark St,,,,,,,,Free,Prepared Meals,,5009,,,,,,,,
Costano School,Ravenswood City Elementary,5010,,"Monday - food for 3 days. Thursday food for 4 days. The district is able to deliver meals to families who are not able to:
• Leave the home because they need to care for a family member or child
with significant moderate severe disabilities.
• Drive for various reasons and a school is not in walking distance from their
home",2695 Fordham St,2695 Fordham St,,,,,,,,Free,Prepared Meals,,5010,,,,,,,,
Los Robles/McNair,Ravenswood City Elementary,5011,,"Monday - food for 3 days. Thursday food for 4 days. The district is able to deliver meals to families who are not able to:
• Leave the home because they need to care for a family member or child
with significant moderate severe disabilities.
• Drive for various reasons and a school is not in walking distance from their
home",2033 Pulgas Ave,2033 Pulgas Ave,,,,,,,,Free,Prepared Meals,,5011,,,,,,,,
Ravenswood Middle School,Ravenswood City Elementary,5012,,"Monday - food for 3 days. Thursday food for 4 days. The district is able to deliver meals to families who are not able to:
• Leave the home because they need to care for a family member or child
with significant moderate severe disabilities.
• Drive for various reasons and a school is not in walking distance from their
home",2450 Ralmar Ave,2450 Ralmar Ave,,,,,,,,Free,Prepared Meals,,5012,,,,,,,,
Willow Oaks Elementary,Ravenswood City Elementary,5013,,"Monday - food for 3 days. Thursday food for 4 days. The district is able to deliver meals to families who are not able to:
• Leave the home because they need to care for a family member or child
with significant moderate severe disabilities.
• Drive for various reasons and a school is not in walking distance from their
home",620 Willow Rd,620 Willow Rd,,,,,,,,Free,Prepared Meals,,5013,,,,,,,,
Garfield,Redwood City Elementary,5014,,"Curb side bagged lunches; The child does not need to be a student in RCSD and does not need to be present anymore per a waiver from the USDA. On Wednesday of every week, families will be able to also pick up meals for Thursday and Friday at the same time as the sites will be closed Thursdays and Fridays.",3600 Middlefield Rd,3600 Middlefield Rd,,,,,,,,Free,Prepared Meals,,5014,,,,,,,,
Henry Ford,Redwood City Elementary,5015,,"Curb side bagged lunches; The child does not need to be a student in RCSD and does not need to be present anymore per a waiver from the USDA. On Wednesday of every week, families will be able to also pick up meals for Thursday and Friday at the same time as the sites will be closed Thursdays and Fridays.",2498 Massachusetts Ave.,2498 Massachusetts Ave.,,,,,,,,Free,Prepared Meals,,5015,,,,,,,,
Hoover,Redwood City Elementary,5016,,"Curb side bagged lunches; The child does not need to be a student in RCSD and does not need to be present anymore per a waiver from the USDA. On Wednesday of every week, families will be able to also pick up meals for Thursday and Friday at the same time as the sites will be closed Thursdays and Fridays.",701 Charter St RC,701 Charter St RC,,,,,,,,Free,Prepared Meals,,5016,,,,,,,,
Roosevelt,Redwood City Elementary,5017,,"The child does not need to be a student in RCSD and does not need to be present anymore per a waiver from the USDA. On Wednesday of every week, families will be able to also pick up meals for Thursday and Friday at the same time as the sites will be closed Thursdays and Fridays.
The meals that will be provided at Roosevelt will include supper in addition to continuing with breakfast and lunch.
The schedule will continue to be 10:30 to 11:30 am.",2223 Vera Ave,2223 Vera Ave,,,,,,,,Free,Prepared Meals,,5017,,,,,,,,
Allen Elementary School,San Bruno Park Elementary,5018,,Meals served on Mondays and Wednesdays,875 West Angus Avenue,875 West Angus Avenue,,,,,,,,Free,Prepared Meals,,5018,,,,,,,,
Belle Air Elementary School,San Bruno Park Elementary,5019,,Meals served on Mondays and Wednesdays,450 Third Avenue,450 Third Avenue,,,,,,,,Free,Prepared Meals,,5019,,,,,,,,
John Muir,San Bruno Park Elementary,5020,,Meals served on Mondays and Wednesdays,130 Cambridge Lane,130 Cambridge Lane,,,,,,,,Free,Prepared Meals,,"50,205,188",,,,,,,,
Parkside Middle School,San Bruno Park Elementary,5021,,Meals served Monday through Friday at Parkside,1801 Niles Avenue,1801 Niles Avenue,,,,,,,,Free,Prepared Meals,,5021,,,,,,,,
Portola Elementary School,San Bruno Park Elementary,5022,,Meals served on Mondays and Wednesdays,300 Amador Avenue,300 Amador Avenue,,,,,,,,Free,Prepared Meals,,5022,,,,,,,,
Rollingwood School,San Bruno Park Elementary,5023,,Meals served on Mondays and Wednesdays,2500 Cottonwood Drive,2500 Cottonwood Drive,,,,,,,,Free,Prepared Meals,,5023,,,,,,,,
College Park Elem.,San Mateo-Foster City,5024,,Drop by.,715 Indian Avenue,715 Indian Avenue,,,,,,,,Free,Prepared Meals,,5024,,,,,,,,
Foster City Elementary,San Mateo-Foster City,5025,,Drop by.,416 Beach Park Blvd.,416 Beach Park Blvd.,,,,,,,,Free,Prepared Meals,,5025,,,,,,,,
Laurel Elementary,San Mateo-Foster City,5026,,Drop by.,316 36th Ave.,316 36th Ave.,,,,,,,,Free,Prepared Meals,,5026,,,,,,,,
LEAD Elementary,San Mateo-Foster City,5027,,Drop by.,949 Ocean View Ave,949 Ocean View Ave,,,,,,,,Free,Prepared Meals,,5027,,,,,,,,
Sunnybrae Elementary,San Mateo-Foster City,5028,,Drop by.,1031 S Delaware St,1031 S Delaware St,,,,,,,,Free,Prepared Meals,,5028,,,,,,,,
Mills High School,Millbrae Elementary,5029,,Grab and Go,400 Murchison Drive,400 Murchison Drive,,,,,,,,Free,Prepared Meals,,,,,,,,,,
San Mateo High School,San Mateo Union,5030,,Grab and Go,506 North Delaware Street,506 North Delaware Street,,,,,,,,Free,Prepared Meals,,5030,,,,,,,,
Central Kitchen District Office,Sequoia Union High,5031,,The SUHSD Food Services Department remains committed to providing nutritious meals to our student body. We will continue to offer breakfast and lunch meals to all students regardless of meal eligibility during the summer session. The District Office Central Kitchen and East Palo Alto Academy will have packaged meals for student or parent pick-up during the following updated times:,300 James Avenue,300 James Avenue,,,,,,,,Free,Prepared Meals,,5031,,,,,,,,
East Palo Alto Academy,Sequoia Union High,5032,,The SUHSD Food Services Department remains committed to providing nutritious meals to our student body. We will continue to offer breakfast and lunch meals to all students regardless of meal eligibility during the summer session. The District Office Central Kitchen and East Palo Alto Academy will have packaged meals for student or parent pick-up during the following updated times:,1050 Myrtle St.,1050 Myrtle St.,,,,,,,,Free,Prepared Meals,,5032,,,,,,,,
El Camino High,South San Francisco Unified,5033,,"Please make only one pick-up at one location on each of these days.Staff will notate the parents' name, license plate, and the number of children in the family to meet state requirements. Parents who wish to participate in South San Francisco Unified School District's (SSFUSD) weekly meal service will have the option to bring their children in the car or a family picture that depicts all the children in the family.
If you have any questions, please contact the nutrition services department at 650-877-8716 or email Fran Debost at fdebost@ssfusd.org",1320 Mission Rd,1320 Mission Rd,,,,,,,,Free,Prepared Meals,,5033,,,,,,,,
Spruce Elementary School,South San Francisco Unified,5034,,"Please make only one pick-up at one location on each of these days.Staff will notate the parents' name, license plate, and the number of children in the family to meet state requirements. Parents who wish to participate in South San Francisco Unified School District's (SSFUSD) weekly meal service will have the option to bring their children in the car or a family picture that depicts all the children in the family.
If you have any questions, please contact the nutrition services department at 650-877-8716 or email Fran Debost at fdebost@ssfusd.org",501 Spruce Ave,501 Spruce Ave,,,,,,,,Free,Prepared Meals,,5034,,,,,,,,
South San Francisco High School,South San Francisco Unified,5035,,"Please make only one pick-up at one location on each of these days.Staff will notate the parents' name, license plate, and the number of children in the family to meet state requirements. Parents who wish to participate in South San Francisco Unified School District's (SSFUSD) weekly meal service will have the option to bring their children in the car or a family picture that depicts all the children in the family.
If you have any questions, please contact the nutrition services department at 650-877-8716 or email Fran Debost at fdebost@ssfusd.org",400 B St,400 B St,,,,,,,,Free,Prepared Meals,,5035,,,,,,,,
Barrett Elementary,YMCA Silicon Valley,5036,,Lunch and Snack,895 Barrett Ave,895 Barrett Ave,,,,,,,,Free,Prepared Meals,,5036,,,,,,,,
Bibliotecha LatinoAmerico Library,YMCA Silicon Valley,5037,,Lunch,921 S First St,921 S First St,,,,,,,,Free,Prepared Meals,,5037,,,,,,,,
Cathedral of Faith - Gilroy,YMCA Silicon Valley,5038,,Lunch,7250 Forest St,7250 Forest St,,,,,,,,Free,Prepared Meals,,5038,,,,,,,,
Central Family YMCA,YMCA Silicon Valley,5039,,Lunch and Snack,1717 The Alameda,1717 The Alameda,,,,,,,,Free,Prepared Meals,,5039,,,,,,,,
Dr Roberto Cruz Alum Rock Branch Library,Dr Roberto Cruz Alum Rock Branch Library,5040,,Lunch,3090 Alum Rock Ave,,,,,,,,,Free,Prepared Meals,,5040,,,,,,,,
